rank,title,studio,gross,year
11398,Classe Tous Risques (re-issue),Rialto,95413.0,2005
11399,Code Unknown,Leis.,95242.0,2001
11400,Made in U.S.A. (re-issue),Rialto,95209.0,2009
11401,Summer Storm,Reg.,95204.0,2006
11402,The Pool,Vita.,95102.0,2008
11403,Almost You,Fox,95000.0,1985
11404,Goodbye First Love,IFC,95000.0,2012
11405,Biggie and Tupac,Roxie,94874.0,2002
11406,Jin-Roh: The Wolf Brigade,Tid.,94591.0,2001
11407,Golden Slumber,CJ,94450.0,2018
11408,The Fight Within,GVN,94326.0,2016
11409,Chalo Dilli,Eros,94300.0,2011
11410,Keep Watching,SGem,94178.0,2017
11411,The Image Book,KL,94153.0,2019
11412,Escaflowne: The Movie,Band.,94060.0,2002
11413,Blue Caprice,IFC,93995.0,2013
11414,Black Gold,CalN,93477.0,2006
11415,Let the Corpses Tan,KL,93409.0,2018
11416,Motherhood,Free,93388.0,2009
11417,Flavors,NEM,93370.0,2004
11418,The Inner Circle,Col.,93292.0,1991
11419,Reign of Judges: Title of Liberty - Concept Short,Darin Southa,93224.0,2018
11420,I Spit on Your Grave,Anch.,93051.0,2010
11421,Celsius 41.11: The Truth Behind the Lies of Fahrenheit 9/11,CitU,93000.0,2004
11422,Dedication,Wein.,92853.0,2007
11423,My Reincarnation,Long Shot,92822.0,2011
11424,Un air de famille,Leis.,92806.0,1998
11425,Mean Machine,ParC,92770.0,2002
11426,Haiku Tunnel,SPC,92723.0,2001
11427,A Man Called Sarge,Can.,92706.0,1990
11428,Saving Mr. Wu,UEP,92696.0,2015
11429,In Custody,SPC,92612.0,1994
11430,Such a Long Journey,Sony,92569.0,2000
11431,The Road (2012),Free,92476.0,2012
11432,Cuban Fury,EOne,92384.0,2014
11433,"New York, New York (2016)",CL,92377.0,2016
11434,American: The Bill Hicks Story,Vari.,92234.0,2011
11435,Somersault,Magn.,92214.0,2006
11436,Passion,EOne,92181.0,2013
11437,The Brink,Magn.,92140.0,2019
11438,The Brandon Teena Story,Zeit.,92113.0,1998
11439,Aitraaz,Zee,91998.0,2004
11440,Phir Milenge,UTV,91968.0,2004
11441,The Tales of Hoffmann (2015 re-issue),Rialto,91930.0,2015
11442,12:08 East of Bucharest,Tar.,91881.0,2007
11443,Martha and Ethel,SPC,91874.0,1995
11444,Young Girls of Rochefort (Re-issue),Mira.,91837.0,1998
11445,Twentyfourseven,Oct.,91805.0,1998
11446,Cloud 9,MBox,91675.0,2009
11447,Fandango,WB,91666.0,1985
11448,Generation War,MBox,91595.0,2014
11449,A Show of Force,Par.,91578.0,1990
11450,Legends from the Sky,HHF,91462.0,2015
11451,Other People,VE,91441.0,2016
11452,Girl on a Bicycle,Mont.,91401.0,2014
11453,Memoir of a Murderer,WGUSA,91335.0,2017
11454,Christmas Eve,Ampl.,91302.0,2015
11455,Evil Bong 3-D,FMP,91260.0,2011
11456,Queen of Earth,IFC,91218.0,2015
11457,Morris from America,A24,91151.0,2016
11458,Mapplethorpe,Gold.,91002.0,2019
11459,Bandstand: The Broadway Musical (2018),Fathom,91000.0,2018
11460,Madame,Blue Fox,90979.0,2018
11461,John McEnroe: In the Realm of Perfection,Osci.,90964.0,2018
11462,The King's Case Note,CJ,90959.0,2017
11463,The Crossing,CMC,90896.0,2019
11464,Because of Gracia,AAE,90878.0,2017
11465,Ek Khiladi Ek Haseena,Eros,90869.0,2005
11466,Beasts of No Nation,BST,90777.0,2015
11467,Blind Dating,IDP,90560.0,2007
11468,Fireworks Wednesday,Ghop,90519.0,2016
11469,Dina,Orch.,90503.0,2017
11470,The Unforeseen,CGld,90287.0,2008
11471,Kings Faith,WG,90106.0,2013
11472,Johnny Suede,Mira.,90091.0,1992
11473,Pray the Devil Back to Hell,Bal.,90066.0,2008
11474,Stripper,Fox,90000.0,1986
11475,Running for Grace,Blue Fox,89988.0,2018
11476,Pump,SD,89787.0,2014
11477,Bab'Aziz - The Prince Who Contemplated His Soul,Type.,89672.0,2008
11478,Breathe In,Cohen,89661.0,2014
11479,Imaginary Crimes,WB,89611.0,1994
11480,Twenty Bucks,Trit,89558.0,1993
11481,The Principle,RM,89543.0,2014
11482,Throw Down Your Heart,Argo.,89521.0,2009
11483,Oy Vey! My Son is Gay!,SJI,89507.0,2010
11484,Stranded: I Have Come from a Plane That Crashed on the Mountains,Zeit.,89473.0,2008
11485,Puccini for Beginners,Strand,89464.0,2007
11486,Mystery Team,RAtt.,89442.0,2009
11487,Somebody Up There Likes Me,Trib.,89435.0,2013
11488,Raining Stones,N.Arts,89388.0,1994
11489,OSS 117: Lost in Rio,MBox,89375.0,2010
11490,NT Live: Cat on a Hot Tin Roof,Fathom,89332.0,2018
11491,The Third Murder,FM,89315.0,2018
11492,No One's Life Is Easy: So I Married an Anti-Fan,CL,89282.0,2016
11493,Byzantium,IFC,89237.0,2013
11494,Blindsight,Abr.,89169.0,2008
11495,Home Movies,UA,89134.0,1980
11496,Night of the Living Dead (2017 4k Restoration),Jan.,89029.0,2017
11497,Bolshoi Ballet: Swan Lake,Fathom,88905.0,2018
11498,Let Him Have It,FL,88686.0,1991
11499,Hero (2015),Eros,88675.0,2015
11500,Wondrous Oblivion,Palm,88560.0,2006
11501,Diamonds,Mira.,88428.0,1999
11502,The Bank,CGld,88414.0,2002
11503,Crazy on the Outside,Free,88335.0,2010
11504,Pete Seeger: The Power of Song,Wein.,88312.0,2007
11505,Life After Beth,A24,88273.0,2014
11506,Starlet,MBox,88212.0,2012
11507,Tuya's Marriage,MBox,88148.0,2008
11508,Sunshine Superman,Magn.,88097.0,2015
11509,Money for Nothing: Inside the Federal Reserve,LibSt.,88045.0,2013
11510,"My Love, Don't Cross that River",FM,88018.0,2016
11511,Little Chenier,Slow,87939.0,2008
11512,Seeing Other People,Lant,87923.0,2004
11513,Advanced Style,B360,87879.0,2014
11514,Settai,UTV,87838.0,2013
11515,Young Detective Dee: Rise of the Sea Dragon,WAMCR,87783.0,2013
11516,The Cartel,MP,87763.0,2010
11517,Exporting Raymond,Gold.,87727.0,2011
11518,Goldstone,Lightyear,87639.0,2018
11519,Butterfly Kiss,Lions,87626.0,1996
11520,Go for Zucker,FRun,87490.0,2005
11521,Frisk,Strand,87433.0,1996
11522,America: Freedom to Fascism,CLS,87400.0,2006
11523,Borstal Boy,Strand,87400.0,2002
11524,The Price of Everything,HBO,87400.0,2018
11525,Torremolinos 73,FRun,87385.0,2005
11526,How to Cook Your Life,RAtt.,87370.0,2007
11527,First Morning,Illm.,87264.0,2005
11528,Kurt Cobain About a Son,Bal.,87016.0,2007
11529,Khi Pyar Na Ho Jaye,Eros,87000.0,2000
11530,It's All True,Par.,86980.0,1993
11531,Ned Kelly,Focus,86959.0,2004
11532,Sand Storm,KL,86800.0,2016
11533,Sonchiriya,PackYourBag,86765.0,2019
11534,Marina Abramovic: The Artist is Present,MBox,86637.0,2012
11535,Delirious (2007),PArch,86460.0,2007
11536,The Secret of the Grain,IFC,86356.0,2008
11537,The Ride,RS,86307.0,1997
11538,Cyrano de Bergerac presented by Comédie-Française,Fathom,86300.0,2019
11539,Crazy Wisdom,AM,86202.0,2011
11540,Second Best,WB,86115.0,1994
11541,Author: The JT LeRoy Story,Magn.,85999.0,2016
11542,Vidal Sassoon: The Movie,P4,85974.0,2011
11543,Bay of Angels (re-issue),Wells,85840.0,2001
11544,Tab Hunter Confidential,TFC,85812.0,2015
11545,Color of the Cross,RM,85802.0,2006
11546,The Rooftop,WGUSA,85755.0,2013
11547,"Where's the Party, Yaar?",MMF,85739.0,2003
11548,Lobster Cop,CL,85693.0,2018
11549,Big Brother,WGUSA,85624.0,2018
11550,Carancho,Strand,85526.0,2011
11551,An Almost Perfect Affair,Par.,85493.0,1979
11552,Water Lilies,Koch,85440.0,2008
11553,Fierce People,ADF,85410.0,2007
11554,Julien Donkey-Boy,FL,85400.0,1999
11555,Chicago Joe and the Showgirl,NL,85395.0,1990
11556,Something in the Air,IFC,85154.0,2013
11557,Mind Games,MGM,85085.0,1989
11558,Wilder Napalm,TriS,84859.0,1993
11559,How to Talk to Girls at Parties,A24,84809.0,2018
11560,Revolver,IDP,84738.0,2007
11561,Decoys,Lions,84733.0,2004
11562,Dev,Eros,84728.0,2004
11563,"Live Nude Girls, Unite!",FRun,84706.0,2000
11564,51 Birch Street,Truly,84689.0,2006
11565,Wretches & Jabberers,A23,84610.0,2011
11566,Visitors (2014),Cdgm.,84577.0,2014
11567,Warriors of the Dawn,FIP,84532.0,2017
11568,The Pickle,Col.,84471.0,1993
11569,Watermark,EOne,84464.0,2014
11570,In This World,Sun.,84299.0,2003
11571,Black Sheep (2007),IFC,84283.0,2007
11572,Chapter & Verse,Pala.,84147.0,2017
11573,"Me & You, Us, Forever",5&2,84093.0,2008
11574,Los Sures,Osci.,83992.0,2016
11575,Ocean Waves,GK,83962.0,2016
11576,Why Me?,Triu,83882.0,1990
11577,Custody,KL,83882.0,2018
11578,16 Days of Glory,Par.,83857.0,1986
11579,NT Live: Antony & Cleopatra,Fathom,83672.0,2018
11580,The Eye of the Storm,SEG,83566.0,2012
11581,Kabluey,Reg.,83506.0,2008
11582,Fools of Fortune,NL,83490.0,1990
11583,The Real Blonde,Par.,83488.0,1998
11584,The Robber,Kino,83451.0,2011
11585,Claire's Camera,CGld,83418.0,2018
11586,Save Me,FRun,83397.0,2008
11587,The Kingdom (1995),Oct.,83381.0,1995
11588,ABCD,Eros,83372.0,2001
11589,Midnight Meat Train,LGF,83361.0,2008
11590,The Treatment,NYer,83354.0,2007
11591,Z (40th anniv. re-issue),Rialto,83305.0,2009
11592,10 Items or Less,Think,83291.0,2006
11593,Maria Stuarda at La Scala,Emr.,83214.0,2008
11594,Warriors of Heaven and Earth,SPC,82936.0,2004
11595,My Mother Likes Women,Nora.,82916.0,2004
11596,Mountains May Depart,KL,82913.0,2016
11597,Jodi No. 1,Eros,82834.0,2001
11598,Cock and Bull,CL,82778.0,2016
11599,Blood Fest,Fathom,82774.0,2018
11600,Le Doulos (re-issue),Rialto,82772.0,2007
11601,A Street Cat Named Bob,Cleopatra,82703.0,2016
11602,Doctor Who: New Season Premiere,Fathom,82698.0,2018
11603,Hanussen,Col.,82635.0,1989
11604,12 O'Clock Boys,Osci.,82614.0,2014
11605,Praying with Lior,FRun,82553.0,2008
11606,Better Living Through Circuitry,7Art,82378.0,2000
11607,Humboldt County,Magn.,82357.0,2008
11608,Water & Power,NS,82312.0,2014
11609,Godard Mon Amour,Cohen,82264.0,2018
11610,Little Woods,Neon,82166.0,2019
11611,The Hebrew Hammer,Strand,82157.0,2003
11612,Vita Activa: The Spirit of Hannah Arendt,Zeit.,82143.0,2016
11613,Killer: A Journal of Murder,Leg.,82029.0,1996
11614,The Sacrifice,KL,81963.0,2014
11615,Invincible (2002),FL,81954.0,2002
11616,The Whale,Pala.,81881.0,2011
11617,Yuri!!! on ICE Binge,Fathom,81878.0,2018
11618,Naked Tango,NL,81777.0,1991
11619,No One Knows About Persian Cats,IFC,81768.0,2010
11620,Best Man in Grass Creek,Hrtl,81760.0,2001
11621,King Cobra,IFC,81757.0,2016
11622,Everybody's Famous!,Mira.,81734.0,2001
11623,Lemming,Strand,81698.0,2006
11624,Kisses,Osci.,81680.0,2010
11625,Inkubus,Scre.,81600.0,2011
11626,I Am Divine,TFC,81497.0,2013
11627,Anything But Love,IDP,81451.0,2003
11628,Hating Breitbart,RM,81432.0,2012
11629,We Are What We Are,EOne,81381.0,2013
11630,Vaastav,Eros,81367.0,1999
11631,Earth: One Amazing Day,BBC,81345.0,2017
11632,Future of Food,CLS,81280.0,2005
11633,The Nile Hilton Incident,Strand,81089.0,2017
11634,Stuck in Love,MNE,81071.0,2013
11635,Brother to Brother,Wlfe.,80906.0,2004
11636,Chrystal,First,80858.0,2005
11637,Les cowboys,Cohen,80843.0,2016
11638,Slappy and the Stinkers,Sony,80837.0,1998
11639,Summer Wars,GK,80768.0,2010
11640,Waking Sleeping Beauty,BV,80741.0,2010
11641,Trace Amounts,Gathr,80735.0,2015
11642,Heaven Knows What,RTWC,80734.0,2015
11643,Winnie Mandela,Imag.,80634.0,2013
11644,Babylon (2019 re-release),KL,80596.0,2019
11645,Comedy of Power,Koch,80550.0,2007
11646,Il Trittico at La Scala,Emr.,80374.0,2008
11647,Ginger Snaps II: Unleashed,Sev.,80372.0,2004
11648,Songs from the Second Floor,NYer,80334.0,2001
11649,El Topo (re-issue),Abk.,80302.0,2006
11650,The Death of Mr. Lazarescu,Tar.,80301.0,2006
11651,The Mysteries of Pittsburgh,PArch,80238.0,2009
11652,For the Love of Spock,Grav.,80141.0,2016
11653,Sleep Dealer,Maya,80136.0,2009
11654,Nancy (2018),Gold.,80115.0,2018
11655,Ramaiya Vastavaiya,Prab.,80108.0,2013
11656,"Oye Lucky, Lucky Oye",UTV,80037.0,2008
11657,Jack Paradise,K,79974.0,2004
11658,Searching for the Wrong-Eyed Jesus,Shad.,79916.0,2005
11659,En el Septimo Dia (On the Seventh Day),CGld,79887.0,2018
11660,Seventh Heaven,Zeit.,79808.0,1998
11661,Nasty Baby,Orch.,79800.0,2015
11662,More Than Honey,KL,79772.0,2013
11663,Made-Up,Sis.,79766.0,2003
11664,Ripe,Trim.,79727.0,1997
11665,The Walker,Think,79698.0,2007
11666,Harvest of Empire,Onyx,79627.0,2012
11667,Suits on the Loose,Hale,79470.0,2006
11668,Cover,ReelD,79436.0,2008
11669,Have a Nice Day,Strand,79393.0,2018
11670,Eye See You (a.k.a. D-TOX),DEJ,79161.0,2002
11671,Nomad (The Warrior),Wein.,79123.0,2007
11672,Fort McCoy,Mont.,78948.0,2014
11673,Radiant City,All.,78944.0,2007
11674,Saint Judy,Blue Fox,78935.0,2019
11675,The Princess and the Matchmaker,CJ,78900.0,2018
11676,Me and Him,Col.,78814.0,1989
11677,The Boxcar Children: Surprise Island,Fathom,78676.0,2018
11678,Effroyables jardins,Cris,78668.0,2004
11679,My Best Friend's Wedding (2016),Sony,78578.0,2016
11680,The Witnesses,Strand,78440.0,2008
11681,Blackbird,Imag.,78400.0,2015
11682,The Innkeepers,Magn.,78396.0,2012
11683,Manderlay,IFC,78378.0,2006
11684,Stefan Zweig: Farewell to Europe,FRun,78372.0,2017
11685,Sky on Fire,WGUSA,78366.0,2016
11686,Bugs Bunny's 1001 Rabbit Tales,WB,78350.0,1982
11687,Harold and Lillian: A Hollywood Love Story,Zeit.,78301.0,2017
11688,Colliding Dreams,ICir,78288.0,2016
11689,How About You,Strand,78234.0,2008
11690,Volere Volare,FL,78144.0,1993
11691,Love Comes Lately,Kino,78079.0,2008
11692,The Neon Bible,Strand,78072.0,1996
11693,Hardbodies 2,Cntl,78068.0,1986
11694,Genealogies of a Crime,Strand,77998.0,1998
11695,Just a Breath Away,EOne,77987.0,2018
11696,Shock & Awe,VE,77980.0,2018
11697,Pop Aye,KL,77976.0,2017
11698,Homegrown,Sony,77910.0,1998
11699,Ping Pong Playa,IFC,77907.0,2008
11700,Bright Leaves,FRun,77888.0,2004
11701,Heaven,Isld,77886.0,1987
11702,Fear(s) of the Dark,IFC,77876.0,2008
11703,Don't Tempt Me,First,77858.0,2003
11704,The Invisible Circus,FL,77578.0,2001
11705,The Princess Blade,ADV,77567.0,2003
11706,Ballast,Allu.,77556.0,2008
11707,Three... Extremes,Lions,77532.0,2005
11708,Circo,FRun,77466.0,2011
11709,Breaking Upwards,IFC,77389.0,2010
11710,The Sun,Lorb.,77303.0,2009
11711,Beautiful Boy,Anch.,77247.0,2011
11712,To Catch a Dollar,A23,77142.0,2011
11713,Funny Ha Ha,GCR,77070.0,2005
11714,This is Not a Film,PalT,77016.0,2012
11715,Still Life,NYer,76983.0,2008
11716,Saala Khadoos,UTV,76931.0,2016
11717,Caesar Must Die,AF,76908.0,2013
11718,A Thousand Years of Good Prayers,Magn.,76806.0,2008
11719,How the West Was Won,CRC,76729.0,1962
11720,Speaking Parts,Zeit.,76609.0,1990
11721,So Close,Strand,76584.0,2003
11722,Blue Moon,Castle,76544.0,2000
11723,Commitment,WGUSA,76543.0,2013
11724,Steal This Movie,Lions,76424.0,2000
11725,The Island President,Gold.,76398.0,2012
11726,After Midnight,MGM,76325.0,1989
11727,Triple Threat,WGUSA,76289.0,2019
11728,The Divine Order,Zeit.,76277.0,2017
11729,Leviathan (2013),CGld,76211.0,2013
11730,Night Catches Us,Magn.,76185.0,2010
11731,America the Beautiful,FInd.,76173.0,2008
11732,Don't Blink - Robert Frank,Ghop,76134.0,2016
11733,93Queen,Abr.,76056.0,2018
11734,Office Killer,Strand,76054.0,1997
11735,The Sea,Palm,75994.0,2003
11736,Mukkabaaz,Eros,75929.0,2018
11737,Whitey: USA v. James J. Bulger,Magn.,75881.0,2014
11738,"Bert Rigby, You're a Fool",WB,75868.0,1989
11739,Forty Shades of Blue,Vita.,75828.0,2005
11740,Hara-Kiri: Death of a Samurai,Trib.,75688.0,2012
11741,Just a Sigh,Distrib.,75531.0,2014
11742,Sword Master,WGUSA,75526.0,2016
11743,The Riot Act,Hann.,75506.0,2018
11744,Hum to Mohabbt Karega,Eros,75446.0,2000
11745,Tears of the Black Tiger,Magn.,75234.0,2007
11746,Restaurant,PEC,75232.0,2000
11747,An Everlasting Piece,DW,75228.0,2000
11748,The Earth Will Swallow You,Hans.,75204.0,2002
11749,Better Living Through Chemistry,Gold.,75143.0,2014
11750,Keys to the Heart,CJ,75134.0,2018
11751,Eulogy,Lions,75076.0,2004
11752,Ghost Town (1988),TWE,75000.0,1988
11753,No One Lives,Anch.,74918.0,2013
11754,Bill Nye: Science Guy,PBS,74909.0,2017
11755,August Evening,Maya,74759.0,2008
11756,Tehran Taboo,KL,74758.0,2018
11757,Above and Beyond: NASA's Journey to Tomorrow,Fathom,74711.0,2018
11758,Batkid Begins,WB (NL),74709.0,2015
11759,Sky Blue,MEP,74663.0,2004
11760,The War Within,Magn.,74655.0,2005
11761,The Nomi Song,Palm,74631.0,2005
11762,The Conquest,MBox,74474.0,2011
11763,Shoot Down,Magic,74421.0,2008
11764,Dragon Blade,LGP,74068.0,2015
11765,Set Me Free,AL,74052.0,2000
11766,Virtual Sexuality,Sony,74007.0,1999
11767,"The Beans of Egypt, Maine",IRS,73956.0,1994
11768,After Auschwitz,Passion Rive,73885.0,2018
11769,Nishabd,Eros,73819.0,2007
11770,Captive Hearts,MGM,73757.0,1987
11771,Bye Bye Germany,FM,73730.0,2018
11772,Wait For Your Laugh,Vita.,73585.0,2017
11773,The Last Suit,OutF,73548.0,2018
11774,Prodigal Sons,FRun,73544.0,2010
11775,Reconstruction,Palm,73516.0,2004
11776,On the Ice,PMKBNC,73492.0,2012
11777,The Wonders,Osci.,73378.0,2015
11778,"Nico, 1988",Magn.,73304.0,2018
11779,Te Ata,Pala.,73236.0,2017
11780,The Theory of Flight,FL,73233.0,1998
11781,"God is Great, I'm Not",Emp.,73181.0,2002
11782,Enemies of the People,ICir,73171.0,2010
11783,When the Whales Came,Fox,73131.0,1989
11784,Buster's Mal Heart,WGUSA,73121.0,2017
11785,Returner,IDP,73060.0,2003
11786,The Ninth Day,Kino,72888.0,2005
11787,Cet Amour-La,NYer,72844.0,2003
11788,Come Away Home,Inn.,72810.0,2005
11789,Do Not Resist,Vanish,72791.0,2016
11790,Detachment,Trib.,72689.0,2012
11791,Reality (2013),Osci.,72577.0,2013
11792,A Four Letter Word,Embr.,72568.0,2008
11793,A Tale of Two Sisters,Tar.,72541.0,2004
11794,The Seagull's Laughter,CGld,72527.0,2004
11795,Stiff Upper Lips,Cow.,72482.0,1999
11796,Cliffs of Freedom,Round Hill,72476.0,2019
11797,Samoan Wedding,Magn.,72244.0,2006
11798,Dorian Blues,TLA,72234.0,2005
11799,Eye of the Dolphin,Mont.,72210.0,2007
11800,Loving Jezebel,Focus,72190.0,2000
11801,After Tiller,Osci.,72125.0,2013
11802,Hollywood Buddha,N.Arts,72115.0,2004
11803,"Leon Morin, Priest",Rialto,72078.0,2009
11804,Veil of Tears,WF,72078.0,2014
11805,Naked in Ashes,Jour,72073.0,2005
11806,The Heiresses,Distrib.,72035.0,2019
11807,Helicopter Eela,Eros,71971.0,2018
11808,The Invisible War,Cdgm.,71968.0,2012
11809,Dancer,IFC,71917.0,2016
11810,Raiders!: The Story of the Greatest Fan Film Ever Made,Drft.,71916.0,2016
11811,An Oversimplification of Her Beauty,Vari.,71906.0,2013
11812,Umberto D (re-issue),Rialto,71816.0,2002
11813,Sweet 20,CJ,71775.0,2016
11814,Storm Boy,Good Deed,71760.0,2019
11815,New Suit,Tril.,71743.0,2003
11816,Runaway Slave,RM,71737.0,2012
11817,"Flamenco, Flamenco",Da.,71732.0,2014
11818,"Je T'aime, Je T'aime (2014 re-issue)",FDesk,71717.0,2014
11819,Body of War,FSC,71716.0,2008
11820,A Letter to Momo,GK,71712.0,2014
11821,Dummy,Art.,71646.0,2003
11822,Ma Mere,TLA,71616.0,2005
11823,Gray Matters,YFG,71561.0,2007
11824,Herman U.S.A.,2Silk,71509.0,2001
11825,Air Guitar Nation,Shad.,71471.0,2007
11826,The Congressman,Shad.,71451.0,2016
11827,A Troll in Central Park,WB,71368.0,1994
11828,The Search for One-Eye Jimmy,N.Arts,71314.0,1996
11829,The Sicilian Girl,MBox,71239.0,2010
11830,Mongolian Ping Pong,FRun,71223.0,2006
11831,Color Me Kubrick,Magn.,71190.0,2007
11832,Freedom on My Mind,Tara,71176.0,1994
11833,The Tree,Zeit.,71158.0,2011
11834,Plump Fiction,Leg.,71145.0,1998
11835,Warm Water Under a Red Bridge,Cow.,71094.0,2002
11836,Boricua's Bond,USA,71046.0,2000
11837,Rosencrantz & Guildenstern Are Undead,Indic.,71007.0,2010
11838,Freaks of Nature,Sony,70958.0,2015
11839,Norman Lear: Just Another Version of You,MBox,70950.0,2016
11840,It Runs in the Family (1994),MGM,70936.0,1994
11841,Todo el Poder,Ven.,70920.0,2003
11842,The Better Angels,Ampl.,70918.0,2014
11843,Happy Together (1990),Brde,70912.0,1990
11844,Battle in Heaven,Tar.,70899.0,2006
11845,Namiya,CL,70814.0,2018
11846,Crossing the Bridge: The Sound of Istanbul,Strand,70685.0,2006
11847,Renaissance,Mira.,70644.0,2006
11848,Seasons of Gray,ELS,70605.0,2013
11849,Fireflies in the Garden,N/A,70600.0,2011
11850,Snipes,Ruff,70569.0,2002
11851,War Witch,Trib.,70544.0,2013
11852,Go For Sisters,Vari.,70495.0,2013
11853,The Secret Adventures of Tom Thumb,Tara,70441.0,1994
11854,The Son,NYer,70262.0,2003
11855,Korhram,Vid.,70257.0,1999
11856,Crips and Bloods: Made in America,Argo.,70219.0,2009
11857,My Way (2012),CJ,70177.0,2012
11858,Cavite,Truly,70071.0,2006
11859,Leaves of Grass,First,70066.0,2010
11860,Manifesto,Can.,70060.0,1989
11861,Wastelander,Indic.,70045.0,2018
11862,The Business of Being Born,ICir,69991.0,2008
11863,Manic,IFC,69958.0,2003
11864,The Mirror,Cow.,69915.0,1998
11865,Take Out,CAVU,69816.0,2008
11866,Turn It Around: The Story of East Bay Punk,Abr.,69787.0,2017
11867,Zoo,Think,69770.0,2007
11868,Small Voices,Sml.Isld,69739.0,2003
11869,Disgrace,Pala.,69705.0,2009
11870,Tosca,Avat.,69613.0,2002
11871,Dopamine,Sun.,69544.0,2003
11872,Taur Mittran Di,Eros,69510.0,2012
11873,Parchi,ADC,69431.0,2018
11874,"Late August, Early September",Zeit.,69400.0,1999
11875,An Inconsistent Truth,RM,69394.0,2012
11876,Wild Geese II,Uni.,69342.0,1985
11877,"Langrishe, Go Down",Castle,69338.0,2002
11878,Girls Can't Swim,Wells,69250.0,2002
11879,Kenny,Xen.,69220.0,2008
11880,White on Rice,Vari.,69171.0,2009
11881,The Red Balloon / White Mane (re-issue),Jan.,69139.0,2007
11882,Intruders,MNE,69136.0,2012
11883,Behind the Mask: The Rise of Leslie Vernon,Anch.,69136.0,2007
11884,August (1996),Gold.,69081.0,1996
11885,The Warring States,CL,68961.0,2011
11886,Puncture,MNE,68945.0,2011
11887,My Entire High School Sinking Into the Sea,GK,68883.0,2017
11888,Beowulf & Grendel,Truly,68820.0,2006
11889,Klown,Drft.,68795.0,2012
11890,Under the Sun of Satan,Aliv,68765.0,1989
11891,Heartbeats,IFC,68723.0,2011
11892,Strange Powers: Stephin Merritt and the Magnetic Fields,Vari.,68719.0,2010
11893,Take Me to the River,Abr.,68598.0,2014
11894,Talento de Barrio,Maya,68542.0,2008
11895,Unconscious,Reg.,68501.0,2006
11896,Outside In,Orch.,68492.0,2018
11897,Alive and Kicking,Magn.,68485.0,2017
11898,Chef Flynn,KL,68407.0,2018
11899,Predestination,VE,68372.0,2015
11900,Budrus,Bal.,68353.0,2010
11901,2012: Time for Change,Mang.,68339.0,2010
11902,Shake Hands with the Devil: The Journey of Romeo Dallaire,CalN,68249.0,2005
11903,Maidentrip,FRun,68243.0,2013
11904,The Inheritance,CGld,68215.0,2004
11905,Le Amiche (re-issue),FDesk,68167.0,2010
11906,The Pervert's Guide to Ideology,Zeit.,67966.0,2013
11907,Dancing at the Blue Iguana,Key.,67913.0,2001
11908,Brenda Starr,Triu,67878.0,1992
11909,I Am Big Bird,Trib.,67845.0,2015
11910,The Messenger (2015),KL,67816.0,2015
11911,Where Hands Touch,VE,67743.0,2018
11912,Happy Valley,Ston5,67665.0,2008
11913,Under the Tree,Magn.,67596.0,2018
11914,The Dark Horse,BG,67533.0,2016
11915,John Rabe,Strand,67519.0,2010
11916,Stuck,Think,67505.0,2008
11917,Lagerfeld Confidential,Koch,67500.0,2007
11918,What Alice Found,Castle,67436.0,2003
11919,Beyond the Gates (2004),ETr.,67433.0,2004
11920,For No Good Reason,SPC,67421.0,2014
11921,Ping Pong,Gold.,67421.0,1987
11922,Making the Five Heartbeats,Fathom,67415.0,2018
11923,The Doctor from India,Zeit.,67136.0,2018
11924,Turbo Kid,EpicPics,67132.0,2015
11925,The Sun Behind the Clouds: Tibet's Struggle for Freedom,Bal.,67095.0,2010
11926,Phantom Detective,CJ,67054.0,2016
11927,People Places Things,TFA,67046.0,2015
11928,Styx,FM,66951.0,2019
11929,Allah Made Me Funny,N/A,66903.0,2008
11930,9 Songs,Tar.,66853.0,2005
11931,Max Rose,Pala.,66680.0,2016
11932,Pandora's Promise,Abr.,66680.0,2013
11933,The Notebook (2014),SPC,66559.0,2014
11934,Diggers,Magn.,66517.0,2007
11935,Tideland,Think,66453.0,2006
11936,Vodka Lemon,NYer,66361.0,2004
11937,Deadfall (2012),Magn.,66351.0,2012
11938,Pinjar,NEM,66290.0,2003
11939,Dance Me Outside,Shad.,66229.0,1995
11940,Absolute Wilson,NYer,66217.0,2006
11941,Just a Little Harmless Sex,Pha.,66194.0,1999
11942,King Georges,IFC,66175.0,2016
11943,A Beautiful Life,CL,66171.0,2011
11944,Dancing Across Borders,FRun,66166.0,2010
11945,Beijing Bicycle,SPC,66131.0,2002
11946,Shaolin,Vari.,66099.0,2011
11947,Darshan,IFC,66032.0,2006
11948,Spooky House,Ent.H,65875.0,2002
11949,The Talent Given Us,Vita.,65827.0,2005
11950,Shadey,Skou,65817.0,1987
11951,My Brother,Code,65797.0,2007
11952,Titanic Town,Shoot.,65793.0,2000
11953,Among Giants,FoxS,65748.0,1999
11954,3100: Run and Become,Illumine,65524.0,2018
11955,Eden,BG,65460.0,2015
11956,The Real Dirt on Farmer John,Slow,65429.0,2006
11957,Architects of Denial,Da.,65424.0,2017
11958,Beuys,KL,65410.0,2018
11959,Redacted,Magn.,65388.0,2007
11960,The Violin,FM,65298.0,2007
11961,Mad About Mambo,USA,65283.0,2000
11962,Madame Butterfly,Arro.,65196.0,1996
11963,On the Run: Trilogy 1,Magn.,65172.0,2004
